name,npts,solution,resíduo algébrico,resíduo geométrico,gradiente algébrico,gradiente geométrico
sphere2D_-81.6_89.2_128.0_0.csv,307,"[-81.51418410470484, 89.23479737115917, 127.93101953372918]",1.836488465502007e7,232.3407170088003,[-3.8082158425822854e-5 -2.475050223438302e-5 4.932895535603166e-6],[-0.37372946898789916 -0.23103224989962123 2.18898178020612]
sphere2D_-83.0_-96.0_115.0_0.csv,401,"[-82.99284247248671, -95.92485337961469, 115.01548639647848]",1.989193784201232e7,315.02622217048577,[0.00014548770559486002 1.587647307133011e-5 -0.00020548513566609472],[0.3136546003340932 0.5035352752810426 3.271737722510153]
sphere2D_-83.0_22.8_74.0_0.csv,904,"[-82.9545520225814, 22.78978389551545, 74.02172081019857]",1.935761835755971e7,710.9643574204769,[-2.695134753594175e-6 8.665621749059937e-7 1.1836753401439637e-5],[0.792466388888847 -0.77128344819565 11.9253619833853]
sphere2D_-83.9_45.6_43.0_0.csv,657,"[-83.84603822434077, 45.675818301300886, 43.05289291126362]",4.583050217895813e6,503.2794699461573,[2.524127921788022e-6 -9.114704653256922e-7 -1.465634341002442e-5],[1.6391351751938017 -0.32239616014147326 14.34471769952492]
sphere2D_-87.8_-48.0_24.0_0.csv,901,"[-87.75900105608655, -48.003573051763595, 24.05301782537595]",2.2074969825268066e6,734.976075480528,[1.0097737686010078e-6 6.484868322331749e-7 -1.97458630282199e-5],[5.371116938555042 13.239358412390779 39.66779043518091]
sphere2D_-87.9_-79.6_97.0_0.csv,900,"[-87.9005894584009, -79.60537416154294, 96.95145632548628]",3.367528647424373e7,720.0972506267742,[3.547538835846353e-5 -1.6612257667247832e-5 -4.462200740817934e-5],[-1.4681211987361875 1.2476053317527809 9.241619002048935]
sphere2D_-88.4_34.1_135.0_0.csv,553,"[-88.37400844404915, 34.02659323787283, 134.93275959250195]",3.889681654963655e7,435.13748142538327,[-2.5170196749968454e-5 3.6206858098353223e-6 3.546633161022328e-5],[-0.48329818233826366 0.6891330061671067 3.955293147705163]
sphere2D_-89.3_96.3_44.0_0.csv,289,"[-89.21880198163974, 96.08858671474687, 44.037219693714924]",2.148932351543906e6,231.286148210049,[6.1936461861478165e-6 -1.8885698267467887e-6 -1.9735354726435617e-5],[-2.261579049393699 -1.5776067139314383 6.298280254513358]
sphere2D_-89.6_-67.3_117.0_0.csv,766,"[-89.68248328449562, -67.26920792535982, 117.01176103796298]",4.4576338251011804e7,628.2180204836434,[-4.485610770643689e-5 2.642231586946764e-5 5.66256458114367e-5],[0.9723018566120363 -0.6974994402566883 6.951395430528919]
sphere2D_-90.4_58.9_5.0_0.csv,546,"[-90.51752262356767, 58.82110121763667, 5.178282277142874]",49629.219129672674,413.76200749846913,[2.46282979787793e-7 4.074317985214293e-7 1.1324004844937008e-7],[-28.804738242339305 -11.854990844721598 94.10806483778182]
sphere2D_-92.2_-76.2_97.0_0.csv,116,"[-92.23820915915806, -76.43831572568723, 97.09953744456358]",3.8596708622275926e6,87.13782012237509,[5.476729711517692e-6 -3.0291158736872603e-6 -6.9369853008538485e-6],[0.27034076161861975 0.5559487178168131 1.0483024061348658]
sphere2D_-93.4_21.7_70.0_0.csv,540,"[-93.40894076631946, 21.753696160178837, 70.04636240973731]",1.1642576303226778e7,451.08551508791936,[4.369117959868163e-6 -5.8189129958918784e-8 -1.252400761586614e-5],[-1.6089726000084177 -1.2980307918283847 8.459033687840332]
sphere2D_-93.9_-92.2_66.0_0.csv,935,"[-93.87469695395762, -92.20558470218101, 66.02817225656759]",1.6099253905159254e7,741.0417095138835,[-4.476257527130656e-5 -4.030835615509432e-6 0.000129915986690321],[-1.933978874690578 -1.03794921160504 13.988443897577852]
sphere2D_-94.6_73.4_58.0_0.csv,348,"[-94.66809568800987, 73.42142780114042, 58.06765029844165]",4.914151714691581e6,285.8980408584171,[-1.2695927580352873e-5 5.273051840504195e-6 4.1418898035772145e-5],[0.5363899475930403 -4.291731614616809 6.284629748668507]
sphere2D_-95.5_31.6_31.0_0.csv,58,"[-95.5200610880299, 31.504516731419784, 30.799173311892496]",240514.8972305267,52.48510531486109,[-3.118921085842885e-7 1.351122733694865e-7 9.941004464053549e-7],[2.7104972360307142 1.36844094419489 2.0537822803692407]
sphere2D_-99.0_-59.5_65.0_0.csv,632,"[-98.89662870212368, -59.48378114777424, 65.06370669765523]",1.0163664199424354e7,494.1661697241585,[2.9407347028609365e-6 1.4122035167929425e-6 -1.4733406715095043e-5],[0.16153181276514994 2.55883610057616 9.245251401174528]
sphere2D_1.0_5.1_106.0_0.csv,748,"[1.0012962157804293, 5.084438890481434, 105.95051599109465]",3.223732649501329e7,580.950190236764,[-1.236621756106615e-7 -1.0674614259187365e-7 2.063759893644601e-6],[0.10131358950899427 2.1400419667824275 6.779340880834667]
sphere2D_1.7_-62.2_44.0_0.csv,26,"[1.466588242715225, -62.21937610940849, 43.80418780511547]",177291.90349850478,20.07423842668495,[-6.657501216977835e-10 -2.527944076291533e-8 1.0317489795852453e-7],[0.12729445224052682 0.9042986381655231 0.528934935212888]
sphere2D_1.7_18.6_102.0_0.csv,858,"[1.7082761968052496, 18.61559231414571, 102.0331208730781]",3.516365538046992e7,675.6047501500391,[-1.4228426152840257e-6 6.451435865528765e-7 4.005996743217111e-6],[-0.21648964843546992 -1.746929175585259 8.27139420672981]
sphere2D_1.8_72.1_6.0_0.csv,688,"[1.839928179277604, 72.1194801281023, 6.235224162520135]",109911.42265534453,551.8983339918577,[-1.6396826794107255e-6 5.314137871970104e-7 -1.4505979919476886e-6],[19.875517507136273 15.44462932356168 114.47926955352456]
sphere2D_10.0_86.1_57.0_0.csv,688,"[10.081033943134454, 86.13387464267916, 57.046866661926586]",8.783713427760936e6,552.9906232572699,[1.7756827219272964e-5 -2.308739141199112e-6 5.251464244793169e-6],[2.566272681172596 -0.06988405035509687 11.828400659359389]
sphere2D_11.0_-94.5_42.0_0.csv,994,"[11.031863699622976, -94.48756313991815, 42.06223777140519]",6.775007464059852e6,768.3676168489039,[3.30824768752791e-5 3.7887890357524157e-5 4.891102435067296e-6],[11.241593914612636 -1.995923625471164 22.726466674026767]
sphere2D_11.4_33.0_149.0_0.csv,578,"[11.418192818605743, 32.92245394389737, 148.98278554151688]",5.228493070782594e7,467.0373448707577,[-3.595137968659401e-6 2.18953937292099e-6 1.0472722351551056e-6],[2.056044546933954 -0.8539088845420189 3.9527048867844883]
